show_id,type,title,director,cast,country,date,release_year,rating,duration,listed_in,description
196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda",India,27-08-2021,2008,TV-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
197,Movie,He's All That,Mark Waters,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian","United States",27-08-2021,2021,TV-14,92 min,"Comedies, Romantic Movies","An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
1000,Movie,Stowaway,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson","Germany, United States",22-04-2021,2021,TV-MA,116 min,"Dramas, International Movies, Thrillers",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.
1001,Movie,Wild Dog,Ahishor Solomon,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulakarni, Bilal Hussain, Ali Reza, Mayank Parakh",,22-04-2021,2020,TV-MA,126 min,"Action & Adventure, International Movies",A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.
1002,Movie,Oloibiri,Curtis Graham,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States",21-04-2021,2015,TV-14,86 min,"Dramas, International Movies, Thrillers","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community."
1003,Movie,Tell Me When,Gerardo Gatica,"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida","Mexico",21-04-2021,2021,TV-MA,97 min,"Comedies, International Movies",Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.
1007,Movie,Motu Patlu Dino Invasion,Suhas Kadav,"Sourav Chakraborty, Mayur Vyas, Anil Datt",,20-04-2021,2018,TV-Y7,80 min,"Children & Family Movies, Comedies","A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!"
1008,Movie,Motu Patlu in Octupus World,Suhas Kadav,"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey","United States",20-04-2021,2017,TV-Y,81 min,"Children & Family Movies, Comedies","While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen."
1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt","Uk",20-04-2021,2019,TV-Y,84 min,Children & Family Movies,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!"
1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal","india",20-04-2021,2020,TV-Y7,87 min,Children & Family Movies,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?"
1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik","United States",20-04-2021,2019,TV-Y7,91 min,Children & Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him."
1014,Movie,Miss Sloane,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Raoul Bhaneja, John Lithgow, Sam Waterston, Chuck Shamata, Jake Lacy, Alison Pill, David Wilson Barnes","France, United States, United Kingdom, Canada",19-04-2021,2016,R,132 min,Thrillers,A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.
1016,Movie,American Me,Edward James Olmos,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",United States,17-04-2021,1992,R,126 min,Dramas,Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.
1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,17-04-2021,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them."
1018,Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,"Aamir Khan, Monica Dogra, Kriti Malhotra, Prateik Babbar, Aasha Pawar, Jyoti Pawar, Norma Lobo, Kitu Gidwani, Danish Husain, Jehan Manekshaw",India,17-04-2021,2010,TV-MA,102 min,"Dramas, International Movies","In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships."
1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,17-04-2021,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.
1020,Movie,Lagaan,Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia","India, United Kingdom",17-04-2021,2001,PG,224 min,"Dramas, International Movies, Music & Musicals","In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match."
1021,Movie,Madness in the Desert,Satyajit Bhatkal,"Aamir Khan, Ashutosh Gowariker",India,17-04-2021,2004,TV-14,141 min,"Documentaries, International Movies","The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal."
1022,Movie,Peepli Live,"Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash",India,17-04-2021,2010,TV-MA,109 min,"Comedies, Dramas, Independent Movies",Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.
1023,Movie,Taare Zameen Par,Aamir Khan,"Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina",India,17-04-2021,2007,PG,162 min,"Dramas, International Movies","When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity."
1024,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",India,16-04-2021,2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.
1025,Movie,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",United States,16-04-2021,2021,TV-Y7,93 min,"Children & Family Movies, Comedies, Music & Musicals","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure."
1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,16-04-2021,2021,TV-Y,60 min,Children & Family Movies,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back."
1028,Movie,Crimson Peak,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico",16-04-2021,2015,R,119 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy","After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets."
1029,Movie,Dad Stop Embarrassing Me - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Corinne Foxx",,16-04-2021,2021,TV-14,37 min,Comedies,"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings."
1030,Movie,Doctor Bello,Tony Abulu,"Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman",United States,16-04-2021,2013,TV-MA,96 min,"Dramas, International Movies",A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.
1031,Movie,Four Sisters Before the Wedding,Mae Czarina Cruz,"Alexa Ilacad, Charlie Dizon, Gillian Vicencio, Belle Mariano, Dominic Ochoa, Carmina Villaroel, Irma Adlawan, Kakai Bautista, Cai Cortez, Jameson Blake, Joao Constancia, Jeremiah Lisbo, Clarence Delgado, Pinky Amador, Minnie Aguilar, Gigi De Lana, Toni Gonzaga, Bea Alonzo, Angel Locsin, Shaina Magdayao, Enchong Dee",Philippines,16-04-2021,2020,TV-MA,116 min,"Children & Family Movies, Comedies, Dramas","When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary."
1032,Movie,Into the Beat,Stefan Westerwelle,"Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers",Germany,16-04-2021,2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies",A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?
1034,Movie,Rush,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States",16-04-2021,2013,R,123 min,"Action & Adventure, Dramas, International Movies","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all."
1035,Movie,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",United States,16-04-2021,2020,R,102 min,Thrillers,Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.
1036,Movie,The Zookeeper's Wife,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States",16-04-2021,2017,PG-13,127 min,Dramas,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich."
1037,Movie,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,16-04-2021,2017,TV-14,88 min,"Action & Adventure, Sci-Fi & Fantasy","While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface."
1038,Movie,Tuesdays & Fridays,Taranveer Singh,"Anmol Thakeria Dhillon, Jhataleka, Niki Walia, Kamini Khanna, Zoa Morani, Nayan Shukla, Eklavyey Kashyap, Reem Shaikh",India,16-04-2021,2021,TV-14,106 min,"Comedies, Dramas, International Movies","To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?"
1040,Movie,Dark City Beneath the Beat,TT The Artist,"Uneek, Mighty Mark, Tsu Terry, TT The Artist",United States,15-04-2021,2020,TV-MA,65 min,"Documentaries, Music & Musicals","In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard."
1042,Movie,GANTZ:O,"Keiichi Sato, Yasushi Kawamura","Daisuke Ono, M・A・O, Tomohiro Kaku, Saori Hayami, Shuichi Ikeda, Kendo Kobayashi, Razor Ramon RG, Razor Ramon HG, Masane Tsukayama, Masaya Onosaka, Kenjiro Tsuda, Teruaki Ogawa, Hisanori Yoshida, Yuki Kaji",Japan,15-04-2021,2016,TV-MA,96 min,"Action & Adventure, Anime Features, Horror Movies",Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.
1047,Movie,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,15-04-2021,2019,TV-14,88 min,Thrillers,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways."
1051,Movie,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,15-04-2021,2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies","Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire."
1053,Movie,The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson",United States,15-04-2021,2012,R,137 min,"Dramas, Independent Movies","A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion."""
1054,Movie,Time Is Illmatic,One9,"Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",United States,15-04-2021,2014,TV-MA,75 min,"Documentaries, Music & Musicals","Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots."
